,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Huvihurtta Oy,08.12.2015,
1,Y-tunnus,2728123-6,,
2,Kotipaikka,Mikkeli,08.12.2015,
3,Yritysmuoto,Osakeyhtiö,08.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.12.2015,,
6,Lakkaamisajankohta,15.03.2019,15.03.2019,
7,Viimeisin rekisteröintiajankohta,15.03.2019,15.03.2019,
8,Yrityksen tiedot järjestelmässä alkaen,08.12.2015,,
9,Yrityksen tila,Lakannut,15.03.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
