,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Holding Oy Porin Kehitys,07.09.2015,
1,Y-tunnus,2706586-7,,
2,Kotipaikka,Pori,07.09.2015,
3,Yritysmuoto,Osakeyhtiö,07.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.09.2015,,
6,Viimeisin rekisteröintiajankohta,06.04.2023,06.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,07.09.2015,,
8,Yrityksen tila,Rekisterissä,07.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.03.2023,
11,Yhteystiedot,,06.01.2020,
12,Postiosoite,Nortamonkatu 3  28100  Pori  Suomi,,
13,Käyntiosoite,Nortamonkatu 3  28100  Pori  Suomi,,
14,Puhelin,050 61881,,
15,Sähköposti,esko.ahola(a)outlook.com,,
