,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Okt-Rakennus Oy,24.06.2015,
1,Y-tunnus,2694762-2,,
2,Kotipaikka,Lahti,24.06.2015,
3,Yritysmuoto,Osakeyhtiö,24.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.06.2015,,
6,Lakkaamisajankohta,28.06.2022,28.06.2022,
7,Viimeisin rekisteröintiajankohta,28.06.2022,28.06.2022,
8,Yrityksen tiedot järjestelmässä alkaen,24.06.2015,,
9,Yrityksen tila,Lakannut,28.06.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
