,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Digitalfusionage Oy,04.02.2015,
1,Y-tunnus,2672467-2,,
2,Kotipaikka,Lahti,04.02.2015,
3,Yritysmuoto,Osakeyhtiö,04.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.02.2015,,
6,Lakkaamisajankohta,02.10.2015,02.10.2015,
7,Viimeisin rekisteröintiajankohta,02.10.2015,02.10.2015,
8,Yrityksen tiedot järjestelmässä alkaen,04.02.2015,,
9,Yrityksen tila,Lakannut,02.10.2015,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
