,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MM-Business Oy,03.09.2015,
1,Y-tunnus,2705105-1,,
2,Kotipaikka,Kuopio,03.09.2015,
3,Yritysmuoto,Osakeyhtiö,03.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.09.2015,,
6,Lakkaamisajankohta,07.05.2019,07.05.2019,
7,Viimeisin rekisteröintiajankohta,14.06.2019,14.06.2019,
8,Yrityksen tiedot järjestelmässä alkaen,03.09.2015,,
9,Yrityksen tila,Lakannut,07.05.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
