,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Veeranranta,01.10.2015,
1,Y-tunnus,2692300-6,,
2,Kotipaikka,Tampere,01.10.2015,
3,Yritysmuoto,Osakeyhtiö,01.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.10.2015,,
6,Lakkaamisajankohta,02.03.2023,02.03.2023,
7,Viimeisin rekisteröintiajankohta,02.03.2023,02.03.2023,
8,Yrityksen tiedot järjestelmässä alkaen,01.10.2015,,
9,Yrityksen tila,Lakannut,02.03.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
