,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,HK-Consulting Oy,29.01.2015,
1,Y-tunnus,2666816-4,,
2,Kotipaikka,Kempele,29.01.2015,
3,Yritysmuoto,Osakeyhtiö,29.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.01.2015,,
6,Viimeisin rekisteröintiajankohta,08.02.2023,08.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.01.2015,,
8,Yrityksen tila,Rekisterissä,29.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.03.2020,
11,Yhteystiedot,,15.01.2015,
12,Postiosoite,Rinnemutka 4  90440  Kempele  Suomi,,
13,Puhelin,0400681197,,
14,Sähköposti,hannu.kulju5(a)gmail.com,,
