,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,3XO Oy,04.08.2015,
1,Y-tunnus,2702228-5,,
2,Kotipaikka,Helsinki,04.08.2015,
3,Yritysmuoto,Osakeyhtiö,04.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.08.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.08.2015,,
8,Yrityksen tila,Rekisterissä,04.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,04.03.2019,
12,Postiosoite,Kaisaniemenkatu 6 A  00100  Helsinki  Suomi,,
13,Käyntiosoite,Kaisaniemenkatu 6 A  00100  Helsinki  Suomi,,
14,Sähköposti,atso.takala(a)rohea.com,,
15,Www,http://3xo.fi,,
