,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kokemäen Jäähalli Oy,09.12.2015,
1,Y-tunnus,2729542-7,,
2,Kotipaikka,Kokemäki,09.12.2015,
3,Yritysmuoto,Osakeyhtiö,09.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.12.2015,,
6,Viimeisin rekisteröintiajankohta,27.04.2023,27.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,09.12.2015,,
8,Yrityksen tila,Rekisterissä,09.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,31.05.2022,
11,Yhteystiedot,,21.12.2021,
12,Postiosoite,c/o Markku Jalonen  Valtaväylä 74  29200  Harjavalta  Suomi,,
13,Sähköposti,markku1jalonen(a)gmail.com,,
