,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Boutique Minna Oy,01.02.2018,
1,Y-tunnus,2726037-1,,
2,Kotipaikka,Perho,01.02.2018,
3,Yritysmuoto,Osakeyhtiö,01.02.2018,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.11.2015,,
6,Lakkaamisajankohta,07.01.2020,07.01.2020,
7,Viimeisin rekisteröintiajankohta,25.04.2020,25.04.2020,
8,Yrityksen tiedot järjestelmässä alkaen,24.11.2015,,
9,Yrityksen tila,Lakannut,07.01.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
