,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ahokoti Kangasala Oy,26.11.2015,
1,Y-tunnus,2725546-8,,
2,Kotipaikka,Kangasala,26.11.2015,
3,Yritysmuoto,Osakeyhtiö,26.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.11.2015,,
6,Lakkaamisajankohta,25.02.2019,25.02.2019,
7,Viimeisin rekisteröintiajankohta,28.05.2019,28.05.2019,
8,Yrityksen tiedot järjestelmässä alkaen,26.11.2015,,
9,Yrityksen tila,Lakannut,25.02.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
