,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pegomedia Oy,22.06.2015,
1,Y-tunnus,2692240-9,,
2,Kotipaikka,Helsinki,22.06.2015,
3,Yritysmuoto,Osakeyhtiö,22.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.06.2015,,
6,Viimeisin rekisteröintiajankohta,07.05.2022,07.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.06.2015,,
8,Yrityksen tila,Rekisterissä,22.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.01.2020,
11,Yhteystiedot,,22.01.2020,
12,Postiosoite,Vanha Kaarelantie 30 A 3  01610  Vantaa  Suomi,,
13,Puhelin,0405576122,,
14,Sähköposti,juha-pekka(a)pego.fi,,
