,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Komenco Oy,04.10.2018,
1,Y-tunnus,2688368-1,,
2,Kotipaikka,Seinäjoki,09.06.2015,
3,Yritysmuoto,Osakeyhtiö,09.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.06.2015,,
6,Viimeisin rekisteröintiajankohta,10.12.2022,10.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.06.2015,,
8,Yrityksen tila,Rekisterissä,09.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,08.11.2021,
12,Postiosoite,c/o Martti Sippola  Ränkimäentie 5  62100  Lapua  Suomi,,
