,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ravintola Pihla Oy,03.03.2016,
1,Y-tunnus,2734305-4,,
2,Kotipaikka,Helsinki,07.01.2016,
3,Yritysmuoto,Osakeyhtiö,07.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.01.2016,,
6,Lakkaamisajankohta,29.09.2020,29.09.2020,
7,Viimeisin rekisteröintiajankohta,29.09.2020,29.09.2020,
8,Yrityksen tiedot järjestelmässä alkaen,07.01.2016,,
9,Yrityksen tila,Lakannut,29.09.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
