,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,December Holdings Oy,07.12.2015,
1,Y-tunnus,2728234-3,,
2,Kotipaikka,Helsinki,07.12.2015,
3,Yritysmuoto,Osakeyhtiö,07.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.12.2015,,
6,Lakkaamisajankohta,19.09.2016,19.09.2016,
7,Viimeisin rekisteröintiajankohta,19.09.2016,19.09.2016,
8,Yrityksen tiedot järjestelmässä alkaen,07.12.2015,,
9,Yrityksen tila,Lakannut,19.09.2016,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
