,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Used To Love 'Em Oy,08.06.2015,
1,Y-tunnus,2689934-1,,
2,Kotipaikka,Helsinki,08.06.2015,
3,Yritysmuoto,Osakeyhtiö,08.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.06.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.06.2015,,
8,Yrityksen tila,Rekisterissä,08.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.10.2021,
11,Yhteystiedot,,20.02.2023,
12,Postiosoite,Kauniinilmankuja 5 C 54  00990  Helsinki  Suomi,,
13,Käyntiosoite,Kauniinilmankuja 5 C 54  00990  Helsinki  Suomi,,
14,Puhelin,0407370822,,
15,Sähköposti,rsjakoirat(a)gmail.com,,
16,Www,http://roopesalminenjakoirat.fi,,
