,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Hämeensaarentie 4,09.02.2015,
1,Y-tunnus,2665447-5,,
2,Kotipaikka,Hämeenlinna,09.02.2015,
3,Yritysmuoto,Osakeyhtiö,09.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.02.2015,,
6,Viimeisin rekisteröintiajankohta,15.04.2022,15.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.02.2015,,
8,Yrityksen tila,Rekisterissä,09.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.01.2020,
11,Yhteystiedot,,12.01.2015,
12,Postiosoite,c/o Hannu Pirttilä  Palavaisentie 92  14300  Renko  Suomi,,
13,Puhelin,0502760,,
14,Sähköposti,pirttilahannu(a)gmail.com,,
