,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hallitus Restaurant Oy,10.03.2015,
1,Y-tunnus,2675610-5,,
2,Kotipaikka,Tornio,10.03.2015,
3,Yritysmuoto,Osakeyhtiö,10.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.03.2015,,
6,Lakkaamisajankohta,20.05.2021,20.05.2021,
7,Viimeisin rekisteröintiajankohta,29.05.2021,29.05.2021,
8,Yrityksen tiedot järjestelmässä alkaen,10.03.2015,,
9,Yrityksen tila,Lakannut,20.05.2021,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
