,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,SCT Capital Oy,15.03.2022,
1,Y-tunnus,2698047-3,,
2,Kotipaikka,Turku,02.07.2015,
3,Yritysmuoto,Osakeyhtiö,02.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.07.2015,,
6,Viimeisin rekisteröintiajankohta,09.08.2022,09.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.07.2015,,
8,Yrityksen tila,Rekisterissä,02.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.08.2022,
11,Yhteystiedot,,28.01.2022,
12,Postiosoite,c/o Scandinavian Crane Trucks  Mursketie 1  21420  Lieto  Suomi,,
13,Käyntiosoite,Liekakatu 4  20380  Turku  Suomi,,
