,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vianor Fleet Solution Oy,07.08.2015,
1,Y-tunnus,2697920-2,,
2,Kotipaikka,Nokia,07.08.2015,
3,Yritysmuoto,Osakeyhtiö,07.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.08.2015,,
6,Lakkaamisajankohta,07.02.2019,07.02.2019,
7,Viimeisin rekisteröintiajankohta,21.02.2019,21.02.2019,
8,Yrityksen tiedot järjestelmässä alkaen,07.08.2015,,
9,Yrityksen tila,Lakannut,07.02.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
