,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Runnirock Finland Oy,27.07.2015,
1,Y-tunnus,2693878-5,,
2,Kotipaikka,Iisalmi,28.07.2015,
3,Yritysmuoto,Osakeyhtiö,27.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.07.2015,,
6,Viimeisin rekisteröintiajankohta,25.05.2022,25.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.07.2015,,
8,Yrityksen tila,Rekisterissä,27.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.05.2021,
11,Yhteystiedot,,02.06.2022,
12,Postiosoite,Kivirannantie 32  74130  Iisalmi  Suomi,,
13,Käyntiosoite,Kivirannantie 32  74130  Iisalmi  Suomi,,
14,Puhelin,0404857926,,
15,Sähköposti,sami.repo20(a)gmail.com,,
