,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vev-Steel Oy,22.06.2015,
1,Y-tunnus,2695669-2,,
2,Kotipaikka,Kemi,22.06.2015,
3,Yritysmuoto,Osakeyhtiö,22.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.06.2015,,
6,Lakkaamisajankohta,01.12.2021,01.12.2021,
7,Viimeisin rekisteröintiajankohta,01.12.2021,01.12.2021,
8,Yrityksen tiedot järjestelmässä alkaen,22.06.2015,,
9,Yrityksen tila,Lakannut,01.12.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
