,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ellula Oy,26.05.2015,
1,Y-tunnus,2691777-3,,
2,Kotipaikka,Kuopio,26.05.2015,
3,Yritysmuoto,Osakeyhtiö,26.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.05.2015,,
6,Viimeisin rekisteröintiajankohta,29.04.2022,29.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.05.2015,,
8,Yrityksen tila,Rekisterissä,26.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.12.2019,
11,Yhteystiedot,,23.03.2020,
12,Postiosoite,c/o Elina Laitinen  Minna Canthin katu 11 C 1  70100  Kuopio  Suomi,,
13,Käyntiosoite,c/o Elina Laitinen  Minna Canthin katu 11 C 1  70100  Kuopio  Suomi,,
14,Puhelin,+358405888622,,
15,Sähköposti,elina.laitinen(a)fi.ey.com,,
