,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen Kauppa- ja Rakennustoimi Oy,07.05.2018,
1,Y-tunnus,2685294-9,,
2,Kotipaikka,Helsinki,29.04.2015,
3,Yritysmuoto,Osakeyhtiö,29.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.04.2015,,
6,Lakkaamisajankohta,12.08.2019,12.08.2019,
7,Viimeisin rekisteröintiajankohta,12.08.2019,12.08.2019,
8,Yrityksen tiedot järjestelmässä alkaen,29.04.2015,,
9,Yrityksen tila,Lakannut,12.08.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
