,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nordic Deluxe Brands Oy,11.05.2015,
1,Y-tunnus,2687826-8,,
2,Kotipaikka,Helsinki,11.05.2015,
3,Yritysmuoto,Osakeyhtiö,11.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.05.2015,,
6,Lakkaamisajankohta,16.11.2022,16.11.2022,
7,Viimeisin rekisteröintiajankohta,16.11.2022,16.11.2022,
8,Yrityksen tiedot järjestelmässä alkaen,11.05.2015,,
9,Yrityksen tila,Lakannut,16.11.2022,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
