,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Skotlanti Investment Oy,09.06.2022,
1,Y-tunnus,2664577-1,,
2,Kotipaikka,Salo,22.01.2015,
3,Yritysmuoto,Osakeyhtiö,22.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.01.2015,,
6,Viimeisin rekisteröintiajankohta,09.06.2022,09.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.01.2015,,
8,Yrityksen tila,Rekisterissä,22.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,08.01.2015,
12,Postiosoite,Skotlannintie 128  25610  Ylönkylä  Suomi,,
13,Käyntiosoite,Skotlannintie 128  25610  Ylönkylä  Suomi,,
14,Puhelin,040 5690 990,,
15,Sähköposti,kalle.vainio1(a)gmail.com,,
