,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PK Football Management Oy,21.01.2016,
1,Y-tunnus,2735506-3,,
2,Kotipaikka,Vantaa,21.01.2016,
3,Yritysmuoto,Osakeyhtiö,21.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.01.2016,,
6,Lakkaamisajankohta,19.11.2019,19.11.2019,
7,Viimeisin rekisteröintiajankohta,19.11.2019,19.11.2019,
8,Yrityksen tiedot järjestelmässä alkaen,21.01.2016,,
9,Yrityksen tila,Lakannut,19.11.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
