,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Tervon Asontie 2,15.06.2015,
1,Y-tunnus,2684332-1,,
2,Kotipaikka,Helsinki,15.06.2015,
3,Yritysmuoto,Osakeyhtiö,15.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.06.2015,,
6,Lakkaamisajankohta,31.12.2016,31.12.2016,
7,Viimeisin rekisteröintiajankohta,06.03.2017,06.03.2017,
8,Yrityksen tiedot järjestelmässä alkaen,15.06.2015,,
9,Yrityksen tila,Lakannut,31.12.2016,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
