,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,AC Make Films Oy,03.09.2015,
1,Y-tunnus,2705065-7,,
2,Kotipaikka,Helsinki,03.09.2015,
3,Yritysmuoto,Osakeyhtiö,03.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.09.2015,,
6,Lakkaamisajankohta,30.09.2017,30.09.2017,
7,Viimeisin rekisteröintiajankohta,18.12.2017,18.12.2017,
8,Yrityksen tiedot järjestelmässä alkaen,03.09.2015,,
9,Yrityksen tila,Lakannut,30.09.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
