,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kolombo Capital Oy,15.12.2015,
1,Y-tunnus,2729469-4,,
2,Kotipaikka,Helsinki,15.12.2015,
3,Yritysmuoto,Osakeyhtiö,15.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.12.2015,,
6,Viimeisin rekisteröintiajankohta,06.04.2023,06.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,15.12.2015,,
8,Yrityksen tila,Rekisterissä,15.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.06.2020,
11,Yhteystiedot,,05.04.2021,
12,Postiosoite,c/o Mikko Pulkkinen  Munkkiniemen puistotie 25 C 63  00330  Helsinki  Suomi,,
13,Käyntiosoite,c/o Mikko Pulkkinen  Munkkiniemen puistotie 25 C 63  00330  Helsinki  Suomi,,
