,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Zebraview Oy,08.05.2015,
1,Y-tunnus,2688758-6,,
2,Kotipaikka,Espoo,08.05.2015,
3,Yritysmuoto,Osakeyhtiö,08.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.05.2015,,
6,Viimeisin rekisteröintiajankohta,05.04.2022,05.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.05.2015,,
8,Yrityksen tila,Rekisterissä,08.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.06.2021,
11,Yhteystiedot,,29.03.2021,
12,Postiosoite,c/o Timo Kallioniemi  Palomäentie 8 A  02730  Espoo  Suomi,,
