,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Spark audiovisual architects Oy,09.05.2018,
1,Y-tunnus,2711718-8,,
2,Kotipaikka,Oulu,21.09.2015,
3,Yritysmuoto,Osakeyhtiö,21.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.09.2015,,
6,Lakkaamisajankohta,12.04.2021,12.04.2021,
7,Viimeisin rekisteröintiajankohta,12.04.2021,12.04.2021,
8,Yrityksen tiedot järjestelmässä alkaen,21.09.2015,,
9,Yrityksen tila,Lakannut,12.04.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
