,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ravintola Georgian House Oy,26.05.2015,
1,Y-tunnus,2692024-3,,
2,Kotipaikka,Vantaa,26.05.2015,
3,Yritysmuoto,Osakeyhtiö,26.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.05.2015,,
6,Lakkaamisajankohta,28.10.2021,28.10.2021,
7,Viimeisin rekisteröintiajankohta,28.10.2021,28.10.2021,
8,Yrityksen tiedot järjestelmässä alkaen,26.05.2015,,
9,Yrityksen tila,Lakannut,28.10.2021,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
