,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Aberratio Oy,07.12.2015,
1,Y-tunnus,2727909-9,,
2,Kotipaikka,Vaasa,07.12.2015,
3,Yritysmuoto,Osakeyhtiö,07.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.12.2015,,
6,Lakkaamisajankohta,31.03.2020,31.03.2020,
7,Viimeisin rekisteröintiajankohta,25.06.2020,25.06.2020,
8,Yrityksen tiedot järjestelmässä alkaen,07.12.2015,,
9,Yrityksen tila,Lakannut,31.03.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
