,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lumohousing 6 Oy,01.03.2017,
1,Y-tunnus,2694316-2,,
2,Kotipaikka,Helsinki,01.10.2015,
3,Yritysmuoto,Osakeyhtiö,01.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.10.2015,,
6,Lakkaamisajankohta,01.04.2019,01.04.2019,
7,Viimeisin rekisteröintiajankohta,11.07.2019,11.07.2019,
8,Yrityksen tiedot järjestelmässä alkaen,01.10.2015,,
9,Yrityksen tila,Lakannut,01.04.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
