,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen Sisällöntuotanto Oy,11.08.2020,
1,Y-tunnus,2706510-3,,
2,Kotipaikka,Tampere,11.08.2020,
3,Yritysmuoto,Osakeyhtiö,03.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.09.2015,,
6,Lakkaamisajankohta,23.06.2022,23.06.2022,
7,Viimeisin rekisteröintiajankohta,23.06.2022,23.06.2022,
8,Yrityksen tiedot järjestelmässä alkaen,03.09.2015,,
9,Yrityksen tila,Lakannut,23.06.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
