,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,AJ1-Invest Ab,26.05.2015,
1,Y-tunnus,2682871-1,,
2,Kotipaikka,Maarianhamina,02.04.2015,
3,Yritysmuoto,Osakeyhtiö,02.04.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,02.04.2015,,
6,Viimeisin rekisteröintiajankohta,03.05.2022,03.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.04.2015,,
8,Yrityksen tila,Rekisterissä,02.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,12.06.2019,
12,Postiosoite,c/o John Bertell  Skeppsviksholmen 30 B  22270  Eckerö  Suomi,,
13,Käyntiosoite,c/o John Bertell  Skeppsviksholmen 30 B  22270  Eckerö  Suomi,,
14,Puhelin,+358 400 529 694,,
15,Sähköposti,anders.rundberg(a)carus.com,,
