,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Insinööritoimisto Kaartinen Oy,01.01.2016,
1,Y-tunnus,2730837-1,,
2,Kotipaikka,Savonlinna,01.01.2016,
3,Yritysmuoto,Osakeyhtiö,01.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.01.2016,,
6,Viimeisin rekisteröintiajankohta,16.05.2023,16.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.01.2016,,
8,Yrityksen tila,Rekisterissä,01.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.04.2023,
11,Yhteystiedot,,27.07.2016,
12,Postiosoite,c/o Tili- ja yrityshuolto Ratio  Olavinkatu 56  57100  Savonlinna  Suomi,,
13,Sähköposti,jarkko.kaartinen(a)gmail.com,,
