,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vahanen Rakennuttaminen Oy,07.05.2020,
1,Y-tunnus,2706032-9,,
2,Kotipaikka,Espoo,08.05.2020,
3,Yritysmuoto,Osakeyhtiö,01.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.09.2015,,
6,Lakkaamisajankohta,01.04.2023,01.04.2023,
7,Viimeisin rekisteröintiajankohta,14.04.2023,14.04.2023,
8,Yrityksen tiedot järjestelmässä alkaen,01.09.2015,,
9,Yrityksen tila,Lakannut,01.04.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
