,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,REK Invest Oy,05.11.2015,
1,Y-tunnus,2722327-1,,
2,Kotipaikka,Pirkkala,05.11.2015,
3,Yritysmuoto,Osakeyhtiö,05.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.11.2015,,
6,Viimeisin rekisteröintiajankohta,26.05.2020,26.05.2020,
7,Yrityksen tiedot järjestelmässä alkaen,05.11.2015,,
8,Yrityksen tila,Rekisterissä,05.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.03.2020,
11,Yhteystiedot,,03.11.2015,
12,Postiosoite,c/o Kork  Myllyniementie 16  33980  Pirkkala  Suomi,,
13,Käyntiosoite,c/o Kork  Myllyniementie 16  33980  Pirkkala  Suomi,,
14,Puhelin,+358400620690,,
15,Sähköposti,ellu.kranni(a)elisanet.fi,,
