,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,DataRector Oy,20.01.2015,
1,Y-tunnus,2663928-3,,
2,Kotipaikka,Pöytyä,20.01.2015,
3,Yritysmuoto,Osakeyhtiö,20.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.01.2015,,
6,Lakkaamisajankohta,30.10.2018,30.10.2018,
7,Viimeisin rekisteröintiajankohta,30.10.2018,30.10.2018,
8,Yrityksen tiedot järjestelmässä alkaen,20.01.2015,,
9,Yrityksen tila,Lakannut,30.10.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
