,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kone ja Kuljetus RantaHieta Oy,15.04.2015,
1,Y-tunnus,2684682-1,,
2,Kotipaikka,Tornio,19.09.2016,
3,Yritysmuoto,Osakeyhtiö,15.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.04.2015,,
6,Lakkaamisajankohta,29.09.2020,29.09.2020,
7,Viimeisin rekisteröintiajankohta,29.09.2020,29.09.2020,
8,Yrityksen tiedot järjestelmässä alkaen,15.04.2015,,
9,Yrityksen tila,Lakannut,29.09.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
