,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Teksor Oy,01.01.2016,
1,Y-tunnus,2698146-8,,
2,Kotipaikka,Helsinki,01.01.2016,
3,Yritysmuoto,Osakeyhtiö,01.01.2016,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,01.01.2016,,
6,Lakkaamisajankohta,01.01.2018,01.01.2018,
7,Viimeisin rekisteröintiajankohta,02.06.2018,02.06.2018,
8,Yrityksen tiedot järjestelmässä alkaen,01.01.2016,,
9,Yrityksen tila,Lakannut,01.01.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
