,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,My Ultimate App Oy,06.05.2015,
1,Y-tunnus,2685749-1,,
2,Kotipaikka,Espoo,06.05.2015,
3,Yritysmuoto,Osakeyhtiö,06.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.05.2015,,
6,Lakkaamisajankohta,27.01.2017,27.01.2017,
7,Viimeisin rekisteröintiajankohta,27.01.2017,27.01.2017,
8,Yrityksen tiedot järjestelmässä alkaen,06.05.2015,,
9,Yrityksen tila,Lakannut,27.01.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
