,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen Rakennus ja Konsultointi Oy,16.07.2015,
1,Y-tunnus,2696631-3,,
2,Kotipaikka,Vantaa,16.07.2015,
3,Yritysmuoto,Osakeyhtiö,16.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.07.2015,,
6,Lakkaamisajankohta,28.09.2021,28.09.2021,
7,Viimeisin rekisteröintiajankohta,28.09.2021,28.09.2021,
8,Yrityksen tiedot järjestelmässä alkaen,16.07.2015,,
9,Yrityksen tila,Lakannut,28.09.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
