,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hehkumo Oy,19.08.2015,
1,Y-tunnus,2703264-3,,
2,Kotipaikka,Nokia,19.08.2015,
3,Yritysmuoto,Osakeyhtiö,19.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.08.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.08.2015,,
8,Yrityksen tila,Rekisterissä,19.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,15.08.2022,
12,Postiosoite,Tuuliharjunkatu 8 A 36  37100  Nokia  Suomi,,
13,Käyntiosoite,Tuuliharjunkatu 8 A 36  37100  Nokia  Suomi,,
14,Puhelin,0405775369,,
15,Sähköposti,nynas.kati(a)gmail.com,,
