,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Lehto & Nummenmaa,03.12.2015,
1,Y-tunnus,2728443-7,,
2,Kotipaikka,Hämeenlinna,03.12.2015,
3,Yritysmuoto,Osakeyhtiö,03.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.12.2015,,
6,Lakkaamisajankohta,27.04.2021,27.04.2021,
7,Viimeisin rekisteröintiajankohta,27.04.2021,27.04.2021,
8,Yrityksen tiedot järjestelmässä alkaen,03.12.2015,,
9,Yrityksen tila,Lakannut,27.04.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
