,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Z-Sport Oy,24.11.2015,
1,Y-tunnus,2725740-4,,
2,Kotipaikka,Tampere,24.11.2015,
3,Yritysmuoto,Osakeyhtiö,24.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.11.2015,,
6,Lakkaamisajankohta,09.06.2021,09.06.2021,
7,Viimeisin rekisteröintiajankohta,09.06.2021,09.06.2021,
8,Yrityksen tiedot järjestelmässä alkaen,24.11.2015,,
9,Yrityksen tila,Lakannut,09.06.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
