,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Korteniityn Asunnot Oy,21.01.2016,
1,Y-tunnus,2705654-9,,
2,Kotipaikka,Helsinki,03.09.2015,
3,Yritysmuoto,Osakeyhtiö,03.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.09.2015,,
6,Lakkaamisajankohta,17.12.2021,17.12.2021,
7,Viimeisin rekisteröintiajankohta,11.05.2022,11.05.2022,
8,Yrityksen tiedot järjestelmässä alkaen,03.09.2015,,
9,Yrityksen tila,Lakannut,17.12.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
