,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kaskipuu Holding Oy,01.12.2015,
1,Y-tunnus,2725659-1,,
2,Kotipaikka,Oulu,01.12.2015,
3,Yritysmuoto,Osakeyhtiö,01.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.12.2015,,
6,Viimeisin rekisteröintiajankohta,04.05.2023,04.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.12.2015,,
8,Yrityksen tila,Rekisterissä,01.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.06.2022,
11,Yhteystiedot,,25.05.2022,
12,Postiosoite,c/o Matti Kaski  Nummikatu 4  90100  Oulu  Suomi,,
13,Käyntiosoite,c/o Matti Kaski  Nummikatu 4  90100  Oulu  Suomi,,
