,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vaasan Kiinteistö- ja Konepalvelut Oy,03.09.2015,
1,Y-tunnus,2703502-7,,
2,Kotipaikka,Vaasa,03.09.2015,
3,Yritysmuoto,Osakeyhtiö,03.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.09.2015,,
6,Lakkaamisajankohta,02.05.2017,02.05.2017,
7,Viimeisin rekisteröintiajankohta,02.05.2017,02.05.2017,
8,Yrityksen tiedot järjestelmässä alkaen,03.09.2015,,
9,Yrityksen tila,Lakannut,02.05.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
