,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Accensa Group Oy,10.04.2015,
1,Y-tunnus,2684205-4,,
2,Kotipaikka,Nurmijärvi,10.04.2015,
3,Yritysmuoto,Osakeyhtiö,10.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.04.2015,,
6,Lakkaamisajankohta,28.06.2017,28.06.2017,
7,Viimeisin rekisteröintiajankohta,28.06.2017,28.06.2017,
8,Yrityksen tiedot järjestelmässä alkaen,10.04.2015,,
9,Yrityksen tila,Lakannut,28.06.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
