,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kulkurin hovi OY,19.05.2015,
1,Y-tunnus,2689889-1,,
2,Kotipaikka,Kitee,19.05.2015,
3,Yritysmuoto,Osakeyhtiö,19.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.05.2015,,
6,Viimeisin rekisteröintiajankohta,24.05.2022,24.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.05.2015,,
8,Yrityksen tila,Rekisterissä,19.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.11.2021,
11,Yhteystiedot,,07.05.2015,
12,Postiosoite,Kiteentie 51  82500  Kitee  Suomi,,
13,Käyntiosoite,Kiteentie 51  82500  Kitee  Suomi,,
14,Puhelin,0505542072,,
15,Sähköposti,akmo(a)hotmail.fi,,
