,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Spyder BPS Oy,15.09.2015,
1,Y-tunnus,2709165-1,,
2,Kotipaikka,Kotka,15.09.2015,
3,Yritysmuoto,Osakeyhtiö,15.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.09.2015,,
6,Lakkaamisajankohta,09.08.2019,09.08.2019,
7,Viimeisin rekisteröintiajankohta,06.09.2019,06.09.2019,
8,Yrityksen tiedot järjestelmässä alkaen,15.09.2015,,
9,Yrityksen tila,Lakannut,09.08.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
