,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Outstoke Holding Oy,26.05.2015,
1,Y-tunnus,2690242-4,,
2,Kotipaikka,Oulu,26.05.2015,
3,Yritysmuoto,Osakeyhtiö,26.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.05.2015,,
6,Viimeisin rekisteröintiajankohta,01.06.2022,01.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.05.2015,,
8,Yrityksen tila,Rekisterissä,26.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.07.2020,
11,Yhteystiedot,,11.05.2015,
12,Postiosoite,Mäntyrinne 14 A  90240  Oulu  Suomi,,
13,Puhelin,0400132910,,
14,Sähköposti,markku(a)outstoke.com,,
15,Www,http://www.outstoke.com,,
