,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Planedo Oy,29.01.2015,
1,Y-tunnus,2665092-5,,
2,Kotipaikka,Turku,29.01.2015,
3,Yritysmuoto,Osakeyhtiö,29.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.01.2015,,
6,Viimeisin rekisteröintiajankohta,17.03.2023,17.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.01.2015,,
8,Yrityksen tila,Rekisterissä,29.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.03.2023,
11,Yhteystiedot,,20.10.2021,
12,Postiosoite,c/o Jukka Ikuli  Brahenkatu 12a B 97  20100  Turku  Suomi,,
13,Käyntiosoite,c/o Jukka Ikuli  Brahenkatu 12a B 97  20100  Turku  Suomi,,
14,Puhelin,0400 120285,,
15,Sähköposti,jukka.ikuli(a)gmail.com,,
