,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Zink IT Oy,11.12.2015,
1,Y-tunnus,2725712-1,,
2,Kotipaikka,Lieto,11.12.2015,
3,Yritysmuoto,Osakeyhtiö,11.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.12.2015,,
6,Lakkaamisajankohta,31.01.2023,31.01.2023,
7,Viimeisin rekisteröintiajankohta,20.03.2023,20.03.2023,
8,Yrityksen tiedot järjestelmässä alkaen,11.12.2015,,
9,Yrityksen tila,Lakannut,31.01.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
