,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Keski-Suomen Kiinteistösijoitus Oy,20.04.2015,
1,Y-tunnus,2686810-7,,
2,Kotipaikka,Jyväskylä,20.04.2015,
3,Yritysmuoto,Osakeyhtiö,20.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.04.2015,,
6,Lakkaamisajankohta,31.12.2017,31.12.2017,
7,Viimeisin rekisteröintiajankohta,24.07.2018,24.07.2018,
8,Yrityksen tiedot järjestelmässä alkaen,20.04.2015,,
9,Yrityksen tila,Lakannut,31.12.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
