,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tanssikoulu Un Dos Tres Oy,06.07.2015,
1,Y-tunnus,2697926-1,,
2,Kotipaikka,Lohja,06.07.2015,
3,Yritysmuoto,Osakeyhtiö,06.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.07.2015,,
6,Viimeisin rekisteröintiajankohta,25.11.2022,25.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.07.2015,,
8,Yrityksen tila,Rekisterissä,06.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.12.2019,
11,Yhteystiedot,,01.04.2021,
12,Postiosoite,c/o Eveliina Luoma  Huuhkajantie 4 D 28  15230  Lahti  Suomi,,
13,Puhelin,"0505552576, 0505552576",,
14,Sähköposti,eveliina_luoma(a)hotmail.com,,
