,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Imatran Seudun Sähköverkko Oy,27.07.2015,
1,Y-tunnus,2700471-4,,
2,Kotipaikka,Imatra,27.07.2015,
3,Yritysmuoto,Osakeyhtiö,27.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.07.2015,,
6,Lakkaamisajankohta,01.01.2016,01.01.2016,
7,Viimeisin rekisteröintiajankohta,28.04.2016,28.04.2016,
8,Yrityksen tiedot järjestelmässä alkaen,27.07.2015,,
9,Yrityksen tila,Lakannut,01.01.2016,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
