,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Seinäjoen Fenno-Kiinteistöt Oy,30.06.2015,
1,Y-tunnus,2678828-9,,
2,Kotipaikka,Seinäjoki,30.06.2015,
3,Yritysmuoto,Osakeyhtiö,30.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.06.2015,,
6,Lakkaamisajankohta,31.12.2016,31.12.2016,
7,Viimeisin rekisteröintiajankohta,07.10.2017,07.10.2017,
8,Yrityksen tiedot järjestelmässä alkaen,30.06.2015,,
9,Yrityksen tila,Lakannut,31.12.2016,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
