,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,South-West Supply Oy Ltd,03.09.2015,
1,Y-tunnus,2708536-6,,
2,Kotipaikka,Turku,03.09.2015,
3,Yritysmuoto,Osakeyhtiö,03.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.09.2015,,
6,Viimeisin rekisteröintiajankohta,23.02.2023,23.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.09.2015,,
8,Yrityksen tila,Rekisterissä,03.09.2015,
9,Yrityksen tilanne,Selvitystilassa,23.02.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,08.04.2020,
12,Yhteystiedot,,29.12.2022,
13,Postiosoite,c/o Hannu Riikonen  Laurinkuja 13  21200  Raisio  Suomi,,
14,Käyntiosoite,c/o Hannu Riikonen  Laurinkuja 13  21200  Raisio  Suomi,,
15,Puhelin,0504345255,,
16,Sähköposti,hannur(a)swsupply.fi,,
17,Www,http://www.swsupply.fi,,
