,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sirius Sport Activities Oy,19.02.2016,
1,Y-tunnus,2730941-1,,
2,Kotipaikka,Pyhtää,19.02.2016,
3,Yritysmuoto,Osakeyhtiö,19.02.2016,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,19.02.2016,,
6,Lakkaamisajankohta,15.07.2021,15.07.2021,
7,Viimeisin rekisteröintiajankohta,15.07.2021,15.07.2021,
8,Yrityksen tiedot järjestelmässä alkaen,19.02.2016,,
9,Yrityksen tila,Lakannut,15.07.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
