,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Turing Robotic Industries Oy,05.04.2016,
1,Y-tunnus,2733263-8,,
2,Kotipaikka,Salo,05.04.2016,
3,Yritysmuoto,Osakeyhtiö,05.04.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.04.2016,,
6,Lakkaamisajankohta,14.01.2020,14.01.2020,
7,Viimeisin rekisteröintiajankohta,14.01.2020,14.01.2020,
8,Yrityksen tiedot järjestelmässä alkaen,05.04.2016,,
9,Yrityksen tila,Lakannut,14.01.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
